"job","contrast","old_rr","new_rr","new_low","new_high","relative_change_pct","old_ci_contains_one","new_ci_contains_one"
"onset_symptoms","cancer_and_pain_vs_neither",1.47448595122311,1.47557801026369,1.28098211832558,1.69973525252625,0.0740637128264332,FALSE,FALSE
"onset_symptoms","cancer_and_pain_vs_cancer_only",1.35353446777912,1.35938163914413,1.14241681551206,1.6175518565121,0.431992793992464,FALSE,FALSE
"onset_symptoms","pain_only_vs_neither",1.48252265915847,1.48072921347042,1.35099512483404,1.6229214771549,-0.120972565037758,FALSE,FALSE
"onset_symptoms","cancer_only_vs_neither",1.08935973654402,1.08547737278011,0.940312315496891,1.25305295634141,-0.356389504189569,TRUE,TRUE
"onset_symptoms","pain_only_vs_cancer_only",1.36091192782813,1.36412720393977,1.1635686987817,1.59925497349395,0.236258941221212,FALSE,FALSE
"onset_composite","cancer_and_pain_vs_neither",1.57178034744034,1.57162377964604,1.42438525699555,1.73408232963522,-0.00996117520841722,FALSE,FALSE
"onset_composite","cancer_and_pain_vs_cancer_only",1.1192756078675,1.12204231436776,0.980457646474,1.28407275904207,0.247187241534852,TRUE,TRUE
"onset_composite","pain_only_vs_neither",1.3236430053516,1.32271652805326,1.23752399108471,1.41377381464075,-0.0699944996191637,FALSE,FALSE
"onset_composite","cancer_only_vs_neither",1.4042835709026,1.4006813820846,1.26972965555605,1.54513862500852,-0.256514346008097,FALSE,FALSE
"onset_composite","pain_only_vs_cancer_only",0.942575298022489,0.944337909371435,0.84704110482857,1.05281087540196,0.186999527002674,TRUE,TRUE
"persistence_symptoms","cancer_and_pain_vs_neither",1.24622081884741,1.24974464476696,1.1326589161432,1.37893381216826,0.28276095746893,FALSE,FALSE
"persistence_symptoms","cancer_and_pain_vs_cancer_only",1.08669024377745,1.08998781069943,0.930567223534016,1.27671961511969,0.303450494827073,TRUE,TRUE
"persistence_symptoms","pain_only_vs_neither",1.24041382906742,1.24159039074405,1.15501522892091,1.33465486842816,0.0948523508089716,FALSE,FALSE
"persistence_symptoms","cancer_only_vs_neither",1.14680409250332,1.14656754185629,0.989283549031759,1.32885776714373,-0.0206269447917462,TRUE,TRUE
"persistence_symptoms","pain_only_vs_cancer_only",1.08162661537051,1.08287592786197,0.938605932089072,1.24932118480543,0.11550312036579,TRUE,TRUE
"persistence_composite","cancer_and_pain_vs_neither",1.28643145509895,1.28930987767539,1.19019565495317,1.39667789388521,0.223752502710584,FALSE,FALSE
"persistence_composite","cancer_and_pain_vs_cancer_only",1.0338225002344,1.03597516916686,0.930335620390962,1.15361008178886,0.208224229204901,TRUE,TRUE
"persistence_composite","pain_only_vs_neither",1.22243967888948,1.22344734592417,1.14656324206042,1.30548700092552,0.0824308186401002,FALSE,FALSE
"persistence_composite","cancer_only_vs_neither",1.24434460926057,1.24453743298912,1.12317745920755,1.37901042209656,0.0154960070638754,FALSE,FALSE
"persistence_composite","pain_only_vs_cancer_only",0.982396411566319,0.983053874872779,0.891778693165204,1.08367123851361,0.0669244409608361,TRUE,TRUE
